ra_str,dec_str,koi_disposition,koi_period,koi_time0bk,koi_depth,koi_duration,koi_ingress,koi_impact,koi_incl,koi_sma,koi_eccen,koi_ror,koi_dor,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_sparprov,koi_vet_date
19h26m27.95s,+48d46m32.3s,FALSE POSITIVE,0.93368,131.5594,96,2.9,0.08,0.8,57,0.0188442,0,0.0101,1.5,1.3,1810.6,NA,NA,1.139,NA,NA,,9/5/13
19h44m10.07s,+48d40m52.9s,FALSE POSITIVE,53.11089,145.294,181,4.3,0.07,0.4,89.7,0.33015,0,0.013,86,3.3,859,NA,NA,2.409,NA,NA,,7/31/13
18h58m16.05s,+49d00m45.2s,FALSE POSITIVE,207.2458,213.029,862,6.7,0.5,0.79,89.71,0.571386,0,0.03,158,1.79,183.2,NA,NA,0.55,NA,NA,,7/31/13
19h10m15.04s,+45d40m44.4s,FALSE POSITIVE,186.5445,173.05,298,11.1,0.2,0,90,0.657241,0,0.016,125,1.8,342,NA,NA,1.031,NA,NA,,7/31/13
19h53m11.89s,+44d47m20.4s,FALSE POSITIVE,0.91894,131.6731,253,1,0.24,0.968,64,0.0180838,0,0.0195,2.2,1.77,1688,NA,NA,0.831,NA,NA,,7/31/13
20h02m15.13s,+43d58m48.2s,FALSE POSITIVE,12.42987,133.7623,751,4.63,0.2,0.7,87,0.101394,0,0.027,15,2.3,682,NA,NA,0.798,NA,NA,,9/12/13
19h31m38.87s,+47d28m30.1s,FALSE POSITIVE,0.933675,131.5745,80,2.1,0.15,0.93,46,0.0182002,0,0.0104,1.3,0.85,1458.7,NA,NA,0.754,NA,NA,,9/5/13
19h38m11.14s,+46d30m28.3s,FALSE POSITIVE,1.332517,132.0807,296,4.1,0.1,0.6,73,0.0242702,0,0.016,2,2,1684.6,NA,NA,1.1,NA,NA,,9/5/13
19h07m10.49s,+44d38m18.8s,FALSE POSITIVE,168.8173,231.442,216,12.5,0.2,0,90,0.592909,0,0.013,101,1.3,309,NA,NA,0.868,NA,NA,,7/31/13
19h32m49.86s,+41d41m54.9s,FALSE POSITIVE,160.4112,262.3975,1713,4,0.2,0.5,89.9,0.545276,0,0.038,284,3.1,271.3,NA,NA,0.739,NA,NA,,7/31/13
19h55m47.48s,+43d32m23.0s,FALSE POSITIVE,1.285015,132.7307,26.8,1.31,0.66,0.999,22,0.0241914,0,0.009,1.076,1.8,2282,NA,NA,1.75,NA,NA,,7/31/13
19h55m11.74s,+42d21m12.2s,FALSE POSITIVE,9.939185,140.8859,571,1.78,0.05,0.5,89,0.091586,0,0.022,37,2.3,784.3,NA,NA,0.934,NA,NA,,7/31/13
19h44m27.06s,+39d36m41.8s,FALSE POSITIVE,0.866369,131.6167,54.8,1.64,0.031,0.79,72,0.0183174,0,0.0075,2.5,0.93,2166,NA,NA,1.143,NA,NA,,7/31/13
19h55m29.80s,+43d26m27.2s,FALSE POSITIVE,0.885114,131.8884,160,2,0.2,0.93,45,0.0178526,0,0.0143,1.33,1.37,1786,NA,NA,0.875,NA,NA,,9/5/13
19h59m20.79s,+45d46m50.6s,FALSE POSITIVE,56.90401,160.0055,1328,2.1,0.1,0,90,0.289596,0,0.033,213,3.6,473.8,NA,NA,1,NA,NA,,7/31/13
19h42m11.41s,+46d17m15.7s,FALSE POSITIVE,0.8763014,131.519,114,1.019,0.07,0.92,71,0.0181856,0,0.0119,2.8,1.22,1918,NA,NA,0.946,NA,NA,,7/31/13
19h39m24.65s,+43d41m11.3s,FALSE POSITIVE,397.728,171.704,589,14.9,0.3,0,90,1.09071,0,0.022,206,2.4,261,NA,NA,1.001,NA,NA,,7/31/13
19h53m48.30s,+46d37m15.1s,FALSE POSITIVE,5.357377,131.6322,51.7,3.23,3,0.998,63,0.0610655,0,0.012,2.2,1.3,1082,NA,NA,0.989,NA,NA,,9/5/13
19h26m10.11s,+48d59m28.3s,FALSE POSITIVE,2.161357,131.8724,70.5,3.06,0.06,0.8,77,0.0267141,0,0.0085,3.5,0.48,787,NA,NA,0.521,NA,NA,,9/5/13
19h25m06.86s,+42d32m14.6s,FALSE POSITIVE,0.566793,131.8085,42,2.4,0.0144,0,89,0.0133544,0,0.0059,1.8,0.57,2093,NA,NA,0.882,NA,NA,,9/5/13
19h20m40.66s,+41d32m59.1s,FALSE POSITIVE,262.4755,173.155,1142,7.8,0.23,0,90,0.667744,0,0.0299,265,1.79,168.7,NA,NA,0.548,NA,NA,,7/31/13
19h07m20.74s,+46d17m18.6s,FALSE POSITIVE,2.210353,133.5663,114,2.29,0.03,0.5,86,0.0347447,0,0.0101,6,1.19,1559,NA,NA,1.081,NA,NA,,7/31/13
19h21m06.38s,+41d16m09.6s,FALSE POSITIVE,14.08023,137.3306,104,2.88,0.03,0.4,89.3,0.115797,0,0.0095,34,1.05,791,NA,NA,1.009,NA,NA,,7/31/13
19h46m40.45s,+43d32m26.0s,FALSE POSITIVE,3.087266,132.8991,104,2.94,0.7,0.979,61.7,0.0437265,0,0.0124,2.06,1.49,1414,NA,NA,1.099,NA,NA,,7/31/13
19h27m39.40s,+37d48m28.1s,FALSE POSITIVE,0.592577,131.8906,361,1.044,0.36,0.975,44,0.0138269,0,0.0242,1.36,2.12,1855.1,NA,NA,0.805,NA,NA,,7/31/13
19h48m23.00s,+46d12m39.7s,FALSE POSITIVE,3.556485,133.54,19.3,7.1,0.03,0,88,0.0473169,0,0.004,4,0.7,1578,NA,NA,1.648,NA,NA,,9/5/13
19h45m53.05s,+51d12m54.8s,FALSE POSITIVE,0.760958,131.6216,255,1.28,0.47,0.98,41,0.0158472,0,0.0206,1.29,1.82,1758,NA,NA,0.811,NA,NA,,9/5/13
19h47m16.82s,+43d23m16.9s,FALSE POSITIVE,370.975,204.951,553,10.6,0.2,0,90,1.00743,0,0.021,270,2.1,242,NA,NA,0.886,NA,NA,,7/31/13
19h47m16.82s,+43d23m16.9s,FALSE POSITIVE,321.722,241.658,350,14.6,0.3,0,89.9,0.916165,0,0.017,162,1.7,254,NA,NA,0.886,NA,NA,,7/31/13
19h55m17.99s,+46d42m48.7s,FALSE POSITIVE,8.48021,135.857,42.3,6.12,0.07,0.7,85,0.0865478,0,0.0064,8,1.24,1255,NA,NA,1.778,NA,NA,,9/5/13
19h35m14.12s,+48d21m56.2s,FALSE POSITIVE,0.750741,132.1723,28.1,0.82,0,0,90,0.0167382,0,0.005,7,0.5,2144,NA,NA,1.021,NA,NA,,7/31/13
19h26m45.85s,+38d36m54.0s,FALSE POSITIVE,407.542,273.668,660,12.2,0.3,0,90,1.11645,0,0.024,260,2.9,276,NA,NA,1.108,NA,NA,,7/31/13
18h44m27.95s,+43d16m56.8s,FALSE POSITIVE,0.519651,131.8427,193,0.82,0.3,0.984,40,0.0108856,0,0.02,1.29,1.9,1566.7,NA,NA,0.868,NA,NA,,7/31/13
19h25m01.87s,+42d34m48.5s,FALSE POSITIVE,0.566745,131.8515,22.5,2.1,0.021,0.7,59,0.0127859,0,0.0047,1.4,0.54,2249,NA,NA,1.056,NA,NA,,9/5/13
19h47m05.45s,+47d09m30.7s,FALSE POSITIVE,15.70232,135.1431,375,3,0.1,0.7,89,0.142944,0,0.019,29,3.8,1177,NA,NA,1.827,NA,NA,,7/31/13
19h50m01.35s,+39d45m24.5s,FALSE POSITIVE,3.848677,133.2352,46.9,5.86,0.05,0.5,84,0.0474847,0,0.0064,4,0.6,1076,NA,NA,0.856,NA,NA,,7/31/13
19h41m20.65s,+40d23m31.7s,FALSE POSITIVE,2.903898,133.9024,7.9,2.29,0.76,0.9959,34.4,0.0496647,0,0.00373,1.208,1.131,2540,NA,NA,2.78,NA,NA,,7/31/13
19h51m15.06s,+45d30m31.2s,FALSE POSITIVE,369.804,173.316,724,12.2,0.3,0,90,0.996186,0,0.024,236,2.3,236,NA,NA,0.859,NA,NA,,7/31/13
19h20m28.85s,+38d32m05.4s,FALSE POSITIVE,2.976162,132.952,51.2,4.6,0.03,0,88,0.0416863,0,0.0066,5,0.8,1408,NA,NA,1.101,NA,NA,,9/5/13
19h41m29.94s,+43d30m01.6s,FALSE POSITIVE,8.312297,139.6763,71,2.87,1.43,1,76,0.0777905,0,0.017,4.1,3,1063,NA,NA,1.528,NA,NA,,7/31/13
19h31m54.88s,+42d03m23.4s,FALSE POSITIVE,0.584164,131.8383,52.2,1.1,0.13,0.967,34,0.0127361,0,0.0089,1.17,0.85,1969,NA,NA,0.881,NA,NA,,7/31/13
19h19m47.26s,+41d48m10.1s,FALSE POSITIVE,372.666,307.843,756,8.1,0.2,0,90,1.02052,0,0.025,360,2.5,249,NA,NA,0.917,NA,NA,,7/31/13
19h17m03.78s,+40d15m19.7s,FALSE POSITIVE,8.800606,133.2315,39.6,15,0.09,0,90,0.108337,0,0.0058,4.5,2.08,1961,NA,NA,3.278,NA,NA,,7/31/13
18h50m28.33s,+46d47m15.1s,FALSE POSITIVE,4.994721,136.1773,65.6,3.08,0.3,0.95,77,0.0541052,0,0.0096,4.2,0.81,895,NA,NA,0.775,NA,NA,,9/5/13
19h08m19.80s,+46d06m14.6s,FALSE POSITIVE,368.448,174.963,282,9.8,0.2,0,90,1.02737,0,0.015,283,1.9,286,NA,NA,1.142,NA,NA,,7/31/13
19h15m23.31s,+39d56m03.5s,FALSE POSITIVE,169.9105,201.3798,213,2.6,0.1,0.7,89.9,0.653077,0,0.014,358,3.2,493,NA,NA,2.003,NA,NA,,7/31/13
19h15m23.31s,+39d56m03.5s,FALSE POSITIVE,29.69767,135.6825,189,2.16,0.03,0,90,0.204158,0,0.013,104,2.8,882,NA,NA,2.003,NA,NA,,7/31/13
19h40m18.02s,+44d22m58.8s,FALSE POSITIVE,358.0942,425.6833,143,6.1,0.1,0,90,0.97558,0,0.011,447,1.1,245,NA,NA,0.893,NA,NA,,7/31/13
19h27m56.57s,+45d12m41.2s,FALSE POSITIVE,2.665991,131.5871,179,5.2,0.06,0,90,0.03574,0,0.012,4,1.1,1027.1,NA,NA,0.843,NA,NA,,9/5/13
19h19m01.50s,+39d34m35.2s,FALSE POSITIVE,41.4847,144.806,78,8.11,0.07,0,90,0.272267,0,0.0082,38,1.9,864,NA,NA,2.178,NA,NA,,7/31/13
19h48m38.61s,+39d37m48.3s,FALSE POSITIVE,1.752554,132.7354,39.9,2.07,0.44,0.985,44,0.0329141,0,0.00779,1.37,1.98,2480,NA,NA,2.33,NA,NA,,9/5/13
19h14m23.24s,+46d19m33.7s,FALSE POSITIVE,0.505116,131.51235,233,0.68,0.15,0.96,59,0.0116387,0,0.0192,1.9,1.53,1828,NA,NA,0.731,NA,NA,,7/31/13
18h54m53.83s,+46d52m44.8s,FALSE POSITIVE,355.828,346.631,145,6,0.1,0,90,0.982934,0,0.011,455,1.2,257.2,NA,NA,1,NA,NA,,7/31/13
19h03m01.41s,+44d43m30.0s,FALSE POSITIVE,410.757,191.019,670,13.9,0.4,0.4,89.9,1.02529,0,0.024,209,2,201,NA,NA,0.751,NA,NA,,7/31/13
19h12m47.98s,+46d08m57.9s,FALSE POSITIVE,2.178219,132.0065,53.4,2.41,0.03,0.7,82,0.0334147,0,0.0071,5.1,0.8,1493,NA,NA,1.031,NA,NA,,9/5/13
19h27m54.31s,+37d40m07.1s,FALSE POSITIVE,1.404663,131.5574,113,3.13,0.36,0.949,39,0.0216933,0,0.0129,1.21,0.94,1180,NA,NA,0.672,NA,NA,,9/5/13
19h23m35.48s,+37d58m22.0s,FALSE POSITIVE,1.020922,131.6348,38.3,1.57,0.23,0.977,37,0.0191164,0,0.0077,1.23,0.9,1876,NA,NA,1.068,NA,NA,,7/31/13
19h12m28.09s,+38d26m15.8s,FALSE POSITIVE,1.2613029,132.4339,138,1.43,0.6,0.988,52,0.0228513,0,0.016,1.6,1.8,1686.8,NA,NA,1,NA,NA,,7/31/13
19h47m53.57s,+43d23m40.8s,FALSE POSITIVE,1.15778,132.453,27.3,3,0.05,0.83,61,0.0209046,0,0.0054,1.7,0.9,2054,NA,NA,1.53,NA,NA,,9/5/13
19h26m26.43s,+42d48m37.7s,FALSE POSITIVE,0.566806,131.7807,13.1,1.55,0.014,0.78,64,0.0142446,0,0.00364,1.8,0.451,2552,NA,NA,1.135,NA,NA,,9/5/13
19h40m34.24s,+39d55m50.6s,FALSE POSITIVE,0.969582,131.9383,144,1.37,0.1,0.92,67,0.0172169,0,0.014,2.3,1,1350,NA,NA,0.675,NA,NA,,7/31/13
19h58m03.41s,+41d13m14.1s,FALSE POSITIVE,9.25812,132.879,85,3.7,3,0.996,74,0.0918163,0,0.015,3.7,3.1,1237,NA,NA,1.885,NA,NA,,7/31/13
19h34m54.47s,+39d02m12.5s,FALSE POSITIVE,25.95666,148.781,124,8.5,0.1,0,90,0.17333,0,0.01,24,1.2,658,NA,NA,1.052,NA,NA,,9/5/13
19h19m45.64s,+50d39m10.0s,FALSE POSITIVE,0.705467,131.6677,60,2.2,0.02,0.6,73,0.0148126,0,0.0074,2,0.62,1716,NA,NA,0.769,NA,NA,,9/5/13
19h24m38.71s,+38d42m38.2s,FALSE POSITIVE,119.6971,176.039,156,7.5,0.1,0,90,0.470488,0,0.011,124,1.4,403,NA,NA,1.129,NA,NA,,9/5/13
19h37m51.57s,+39d43m31.4s,FALSE POSITIVE,1.278481,132.0512,18.2,4.6,0.02,0,89,0.0273964,0,0.0039,2,0.83,2866,NA,NA,1.92,NA,NA,,7/31/13
19h10m34.96s,+48d38m19.8s,FALSE POSITIVE,1.472563,132.9371,97,1.96,2,0.997,30,0.0257536,0,0.017,1.15,1.7,1621,NA,NA,0.952,NA,NA,,9/5/13
19h24m50.99s,+50d27m12.8s,FALSE POSITIVE,2.975984,132.9702,138,3.26,0.61,0.967,63,0.0386815,0,0.0144,2.13,1.3,1124,NA,NA,0.83,NA,NA,,9/5/13
19h32m13.22s,+47d36m24.3s,FALSE POSITIVE,17.66072,137.3829,359,2.8,0.1,1,89,0.132616,0,0.018,41,1.8,673,NA,NA,0.894,NA,NA,,7/31/13
19h56m49.60s,+45d38m43.7s,FALSE POSITIVE,10.784429,141.404,221,1,0.08,0.9,88.7,0.112857,0,0.016,39,6.8,1435,NA,NA,3.784,NA,NA,,7/31/13
19h26m20.84s,+42d49m39.4s,FALSE POSITIVE,0.5668287,131.777,229,1.5,0.06,0.8,64,0.0132657,0,0.015,1.8,1.7,1948.5,NA,NA,1.006,NA,NA,,9/5/13
19h34m29.47s,+41d57m59.4s,FALSE POSITIVE,2.022693,131.8334,134,2.93,0.22,0.92,66,0.0319204,0,0.0127,2.2,1.34,1472,NA,NA,0.963,NA,NA,,7/31/13
19h40m38.64s,+42d47m56.9s,FALSE POSITIVE,0.5943177,131.7552,134,0.83,0.05,0.9,69,0.0139391,0,0.0127,2.5,1.27,2135,NA,NA,0.92,NA,NA,,7/31/13
19h54m04.31s,+39d55m28.0s,FALSE POSITIVE,4.319789,134.1333,53.3,5.19,0.04,0.3,87,0.0651219,0,0.0067,6,3.8,2242,NA,NA,5.237,NA,NA,,7/31/13
19h39m28.35s,+44d16m59.5s,FALSE POSITIVE,0.973147,132.2581,153,0.973,0.03,0.77,81,0.0194397,0,0.0125,5,1.28,1835,NA,NA,0.935,NA,NA,,7/31/13
19h22m31.30s,+44d33m56.2s,FALSE POSITIVE,4.059532,133.1763,80.1,3.12,0.06,0.7,84,0.0503761,0,0.0089,7,1.4,1139.4,NA,NA,1.425,NA,NA,,9/5/13
18h53m54.18s,+41d46m31.1s,FALSE POSITIVE,6.398826,134.7352,117,2.76,0.03,0,90,0.0836858,0,0.01,18,6,1810,NA,NA,5.24,NA,NA,,9/5/13
19h41m12.65s,+46d46m19.3s,FALSE POSITIVE,1.332615,132.0273,95,3,0.03,0,87,0.0240363,0,0.009,3,0.9,1662,NA,NA,0.942,NA,NA,,9/5/13
19h29m06.66s,+39d27m39.9s,FALSE POSITIVE,350.83,147.619,686,7.9,0.2,0,90,0.934284,0,0.024,343,2.9,271,NA,NA,1.103,NA,NA,,7/31/13
19h01m38.55s,+44d24m44.0s,FALSE POSITIVE,0.683697,131.64818,163,0.69,0.08,0.93,72,0.0136955,0,0.0153,3,1.17,1569,NA,NA,0.703,NA,NA,,7/31/13
19h11m54.01s,+46d21m11.7s,FALSE POSITIVE,1.089033,132.0492,74,1.66,0.51,0.986,29.7,0.0186673,0,0.0117,1.135,0.93,1377,NA,NA,0.727,NA,NA,,9/5/13
19h36m37.21s,+46d34m32.5s,FALSE POSITIVE,1.489238,132.3642,867,2.07,0.1,0.7,79,0.0255274,0,0.029,4,3.2,1596,NA,NA,1,NA,NA,,7/31/13
18h48m46.75s,+46d31m22.4s,FALSE POSITIVE,0.7167257,132.04063,38.2,1.065,0.007,0.3,86,0.0164547,0,0.0058,4.9,1.08,2776,NA,NA,1.724,NA,NA,,9/5/13
19h46m29.51s,+47d17m28.1s,FALSE POSITIVE,158.3611,260.254,636,5.5,0.1,0,90,0.604893,0,0.023,226,2.8,383,NA,NA,1.11,NA,NA,,7/31/13
19h31m44.79s,+47d29m59.8s,FALSE POSITIVE,0.933743,132.438,63.6,1.38,0.58,0.991,13,0.0189692,0,0.0108,1.0174,1.18,1948,NA,NA,1.003,NA,NA,,9/5/13
19h53m59.64s,+41d05m00.1s,FALSE POSITIVE,4.205962,132.287,66.3,8.2,0.11,0.6,78,0.05099,0,0.0079,3,1.02,1269,NA,NA,1.188,NA,NA,,9/5/13
19h31m06.32s,+38d23m38.3s,FALSE POSITIVE,0.9342094,132.3781,13.8,2.94,0.016,0.58,73,0.0225769,0,0.00356,1.98,0.767,3309,NA,NA,1.977,NA,NA,,7/31/13
19h16m53.93s,+40d15m38.9s,FALSE POSITIVE,379.713,284.911,153,13.2,0.2,0,89.9,1.11288,0,0.012,213,1.9,340,NA,NA,1.553,NA,NA,,7/31/13
19h48m56.81s,+40d02m02.5s,FALSE POSITIVE,1.878902,133.0737,22.8,3.8,0.05,0.78,71,0.0390258,0,0.0048,2.4,1.83,3358,NA,NA,3.484,NA,NA,,9/5/13
19h09m00.23s,+44d56m46.7s,FALSE POSITIVE,365.242,236.697,566,15.6,0.3,0,90,0.998062,0,0.022,183,2.4,265,NA,NA,1.013,NA,NA,,7/31/13
19h04m14.25s,+45d31m00.5s,FALSE POSITIVE,372.7304,175.597,286,11.8,0.2,0,90,1.01382,0,0.015,245,1.7,253.2,NA,NA,1,NA,NA,,7/31/13
19h43m06.64s,+50d08m56.5s,FALSE POSITIVE,1.756495,132.0089,25.1,3.34,0.029,0.7,77,0.0284967,0,0.0049,3,0.53,1510.5,NA,NA,1,NA,NA,,9/5/13
19h21m12.89s,+37d55m27.1s,FALSE POSITIVE,1.891335,132.6621,573,5.1,0.1,0,90,0.0281663,0,0.021,2.9,1.9,1135.7,NA,NA,0.84,NA,NA,,9/5/13
19h54m16.00s,+40d07m41.7s,FALSE POSITIVE,0.996039,132.1653,80,2.4,0.02,0,90,0.0197893,0,0.008,3,1,1994,NA,NA,1.091,NA,NA,,7/31/13
19h36m49.89s,+39d40m48.4s,FALSE POSITIVE,36.61185,156.1131,494,3.5,0.1,0,90,0.21583,0,0.021,75,2.2,548.9,NA,NA,1,NA,NA,,7/31/13
18h58m08.72s,+48d44m58.6s,FALSE POSITIVE,244.547,230.554,649,16.6,0.4,0,90,0.70973,0,0.023,115,1.7,223.2,NA,NA,0.697,NA,NA,,7/31/13
19h12m56.46s,+40d36m46.2s,FALSE POSITIVE,35.94887,146.6829,298,4.6,0.2,0.7,89.1,0.236907,0,0.017,44,3.4,804,NA,NA,1.814,NA,NA,,7/31/13
19h25m35.93s,+44d28m23.2s,FALSE POSITIVE,5.007537,134.689,51.3,3.02,0.02,0,90,0.0541711,0,0.006,13,0.5,870,NA,NA,0.749,NA,NA,,7/31/13
19h24m39.54s,+48d03m08.7s,FALSE POSITIVE,357.072,157.919,613,12.9,0.3,0,90,0.979198,0,0.023,216,2.2,243,NA,NA,0.876,NA,NA,,7/31/13
19h22m30.45s,+41d27m37.4s,FALSE POSITIVE,134.4735,265.382,665,8.7,0.3,0.6,89.7,0.455122,0,0.024,101,1.8,261,NA,NA,0.68,NA,NA,,7/31/13
19h30m27.42s,+41d26m14.0s,FALSE POSITIVE,0.909328,131.7086,17.3,1.88,0.012,0.6,78,0.0195726,0,0.00401,2.9,0.51,2205,NA,NA,1.154,NA,NA,,9/5/13
19h36m04.37s,+38d13m34.6s,FALSE POSITIVE,0.5424796,132.0216,11,2.06,0.007,0.3,82,0.0175424,0,0.00311,1.9,1.18,5441,NA,NA,3.469,NA,NA,,7/31/13
19h24m52.90s,+43d34m27.4s,FALSE POSITIVE,364.071,287.663,507,13.2,0.3,0,90,0.956509,0,0.02,213,1.7,216,NA,NA,0.775,NA,NA,,7/31/13
19h52m54.10s,+40d47m02.4s,FALSE POSITIVE,0.514756,131.9542,39.5,1.1,0.06,0.94,46,0.0123598,0,0.0072,1.3,0.66,2082,NA,NA,0.846,NA,NA,,7/31/13
19h31m20.87s,+47d33m14.2s,FALSE POSITIVE,0.933675,131.5816,10.1,3.3,0.012,0.5,76,0.0186994,0,0.003,1.9,0.32,1864.7,NA,NA,1,NA,NA,,9/5/13
19h41m12.93s,+43d03m34.9s,FALSE POSITIVE,12.607,136.7852,34,14.9,0.08,0,90,0.109493,0,0.0053,6,0.95,1024,NA,NA,1.629,NA,NA,,7/31/13
20h03m47.82s,+45d14m52.6s,FALSE POSITIVE,0.734594,131.579,73,1.21,0.15,0.96,48,0.0151709,0,0.0102,1.4,1.21,2081,NA,NA,1.08,NA,NA,,7/31/13
19h32m16.46s,+42d57m26.0s,FALSE POSITIVE,289.87,258.534,214,11.3,0.2,0,90,0.85175,0,0.013,190,1.4,278,NA,NA,0.971,NA,NA,,6/27/13
19h36m49.89s,+39d40m48.4s,FALSE POSITIVE,21.13225,139.6639,485,3.3,0.1,0,90,0.149622,0,0.02,47,2.2,659.2,NA,NA,1,NA,NA,,7/31/13
19h36m49.89s,+39d40m48.4s,FALSE POSITIVE,81.65425,159.0887,634,3.6,0.1,0,90,0.368426,0,0.023,173,2.5,420.1,NA,NA,1,NA,NA,,7/31/13
19h36m49.89s,+39d40m48.4s,FALSE POSITIVE,28.54783,159.234,378,5.7,0.1,0,90,0.182843,0,0.018,39,1.9,596.3,NA,NA,1,NA,NA,,7/31/13
19h36m49.89s,+39d40m48.4s,FALSE POSITIVE,72.5684,201.979,761,3,0.1,0,90,0.340562,0,0.025,189,2.7,436.9,NA,NA,1,NA,NA,,7/31/13
19h16m19.95s,+42d42m14.9s,FALSE POSITIVE,106.9483,225.005,720,4.7,0.1,0,90,0.449149,0,0.025,177,2.6,390,NA,NA,0.958,NA,NA,,7/31/13
19h27m42.33s,+37d06m04.6s,FALSE POSITIVE,0.629,131.5556,16,1.38,0.006,0.4,83,0.016089,0,0.0038,3.2,0.73,3138,NA,NA,1.791,NA,NA,,9/12/13
19h21m32.60s,+41d33m08.3s,FALSE POSITIVE,370.483,150.798,385,10.3,0.2,0,90,1.06238,0,0.018,276,2.2,286,NA,NA,1.098,NA,NA,,7/31/13
19h38m03.14s,+46d30m02.7s,FALSE POSITIVE,1.332612,132.0194,43,1.4,0.71,1,30,0.0237046,0,0.013,1.16,1.4,1656.2,NA,NA,1,NA,NA,,9/5/13
20h01m10.11s,+44d43m51.7s,FALSE POSITIVE,358.8189,416.577,704,2.4,0.1,0,90,1.00847,0,0.025,1129,2.7,267,NA,NA,0.991,NA,NA,,7/31/13
19h01m45.59s,+45d00m41.6s,FALSE POSITIVE,181.3312,190.479,781,13.4,0.3,0,90,0.624656,0,0.025,106,2.5,307,NA,NA,0.885,NA,NA,,7/31/13
19h20m35.34s,+46d48m10.3s,FALSE POSITIVE,284.7628,142.058,419,5.5,0.1,0,90,0.83227,0,0.019,403,2,282,NA,NA,1.002,NA,NA,,7/31/13
19h24m01.96s,+50d15m20.1s,FALSE POSITIVE,3.747935,134.1729,66,3.82,0.03,0,88,0.0473475,0,0.0074,7,0.74,1141,NA,NA,0.907,NA,NA,,9/5/13
19h31m44.52s,+42d49m29.5s,FALSE POSITIVE,0.566848,131.7781,68,1.31,0.011,0.4,83,0.0137177,0,0.0077,3.1,0.9,2404,NA,NA,1.075,NA,NA,,9/5/13
19h35m45.63s,+40d26m49.9s,FALSE POSITIVE,0.992787,131.71,165,1.03,0.06,0.9,77,0.0198841,0,0.014,4,1.26,1715.8,NA,NA,0.845,NA,NA,,9/5/13
20h00m56.61s,+44d46m10.3s,FALSE POSITIVE,0.968076,132.4506,96,1.3,3,1,31,0.0183619,0,0.019,1.17,1.6,1560,NA,NA,0.777,NA,NA,,7/31/13
19h20m15.17s,+41d48m54.8s,FALSE POSITIVE,293.658,373.206,253,14.9,0.2,0,90,0.892906,0,0.015,151,1.6,291,NA,NA,1.01,NA,NA,,7/31/13
19h55m51.56s,+44d27m10.0s,FALSE POSITIVE,2.788356,132.387,11.7,9,0.034,0.4,79,0.0466737,0,0.00319,2.2,0.8,2329,NA,NA,2.292,NA,NA,,7/31/13
19h00m51.08s,+45d15m05.0s,FALSE POSITIVE,15.072818,143.9673,388,0.87,0.16,0.95,89,0.115699,0,0.023,52,2.05,645,NA,NA,0.804,NA,NA,,7/31/13
19h32m33.76s,+37d59m40.1s,FALSE POSITIVE,1.71655,131.7059,117,1.49,0.1,0.94,73,0.0289777,0,0.0123,3,1.36,1620,NA,NA,1.016,NA,NA,,7/31/13
18h57m23.64s,+40d41m26.4s,FALSE POSITIVE,0.754975,131.832,294,1.39,1,0.99,24,0.0157684,0,0.028,1.088,2.8,1927,NA,NA,0.923,NA,NA,,9/5/13
19h29m17.82s,+42d53m05.9s,FALSE POSITIVE,353.487,403.206,856,11.7,0.4,0.6,89.8,0.873986,0,0.027,200,2.1,194,NA,NA,0.702,NA,NA,,7/31/13
19h22m56.24s,+48d09m48.3s,FALSE POSITIVE,1.428586,132.7949,20.5,1.87,0.01,0,88,0.0288994,0,0.0042,6,1.1,2696,NA,NA,2.368,NA,NA,,9/5/13
19h08m35.09s,+47d11m00.7s,FALSE POSITIVE,2.178171,132.0205,129,2.16,0.07,0.8,80,0.0313713,0,0.012,5,0.98,1173,NA,NA,0.765,NA,NA,,9/5/13
19h15m44.63s,+49d21m36.5s,FALSE POSITIVE,374.556,303.527,448,13.4,0.4,0.6,89.8,0.969096,0,0.02,184,1.9,229,NA,NA,0.858,NA,NA,,7/31/13
19h36m13.15s,+39d50m42.9s,FALSE POSITIVE,55.11916,153.6495,354,5.4,0.1,0,90,0.300034,0,0.018,73,2.9,625,NA,NA,1.529,NA,NA,,7/31/13
19h36m13.15s,+39d50m42.9s,FALSE POSITIVE,25.64193,152.9097,205,3.74,0.05,0,90,0.180137,0,0.013,53,2.2,807,NA,NA,1.529,NA,NA,,7/31/13
19h36m13.15s,+39d50m42.9s,FALSE POSITIVE,75.6679,167.826,315,5.9,0.3,0.84,89.1,0.370604,0,0.0183,56,3.05,563,NA,NA,1.529,NA,NA,,7/31/13
19h26m11.10s,+37d49m03.9s,FALSE POSITIVE,2.21703,131.8004,29.6,2.42,0.015,0.4,86,0.039429,0,0.0051,6,1.14,2389,NA,NA,2.046,NA,NA,,9/5/13
18h57m58.95s,+44d59m17.2s,FALSE POSITIVE,0.6830565,131.7821,79.8,2.4,0.02,0,83,0.0185212,0,0.0083,2.1,1.71,3725,NA,NA,1.875,NA,NA,,7/31/13
19h25m56.77s,+39d12m42.2s,FALSE POSITIVE,0.791784,131.5182,128,0.955,0.015,0.6,84,0.0167534,0,0.0108,5,1.18,1970,NA,NA,1,NA,NA,,7/31/13
