koi_disposition,koi_time0bk,koi_incl,koi_sma,koi_ror,koi_dor,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage
'FALSE POSITIVE',131.5594,57,0.018844,0.0101,1.5,NA,NA,1.139,NA,NA
'FALSE POSITIVE',145.294,89.7,0.33015,0.013,86,NA,NA,2.409,NA,NA
'FALSE POSITIVE',213.029,89.71,0.571386,0.03,158,NA,NA,0.55,NA,NA
'FALSE POSITIVE',173.05,90,0.657241,0.016,125,NA,NA,1.031,NA,NA
'FALSE POSITIVE',131.6731,64,0.018084,0.0195,2.2,NA,NA,0.831,NA,NA
'FALSE POSITIVE',133.7623,87,0.101394,0.027,15,NA,NA,0.798,NA,NA
'FALSE POSITIVE',131.5745,46,0.0182,0.0104,1.3,NA,NA,0.754,NA,NA
'FALSE POSITIVE',132.0807,73,0.02427,0.016,2,NA,NA,1.1,NA,NA
'FALSE POSITIVE',231.442,90,0.592909,0.013,101,NA,NA,0.868,NA,NA
'FALSE POSITIVE',262.3975,89.9,0.545276,0.038,284,NA,NA,0.739,NA,NA
'FALSE POSITIVE',132.7307,22,0.024191,0.009,1.076,NA,NA,1.75,NA,NA
'FALSE POSITIVE',140.8859,89,0.091586,0.022,37,NA,NA,0.934,NA,NA
'FALSE POSITIVE',131.6167,72,0.018317,0.0075,2.5,NA,NA,1.143,NA,NA
'FALSE POSITIVE',131.8884,45,0.017853,0.0143,1.33,NA,NA,0.875,NA,NA
'FALSE POSITIVE',160.0055,90,0.289596,0.033,213,NA,NA,1,NA,NA
'FALSE POSITIVE',131.519,71,0.018186,0.0119,2.8,NA,NA,0.946,NA,NA
'FALSE POSITIVE',171.704,90,1.09071,0.022,206,NA,NA,1.001,NA,NA
'FALSE POSITIVE',131.6322,63,0.061066,0.012,2.2,NA,NA,0.989,NA,NA
'FALSE POSITIVE',131.8724,77,0.026714,0.0085,3.5,NA,NA,0.521,NA,NA
'FALSE POSITIVE',131.8085,89,0.013354,0.0059,1.8,NA,NA,0.882,NA,NA
'FALSE POSITIVE',173.155,90,0.667744,0.0299,265,NA,NA,0.548,NA,NA
'FALSE POSITIVE',133.5663,86,0.034745,0.0101,6,NA,NA,1.081,NA,NA
'FALSE POSITIVE',137.3306,89.3,0.115797,0.0095,34,NA,NA,1.009,NA,NA
'FALSE POSITIVE',132.8991,61.7,0.043727,0.0124,2.06,NA,NA,1.099,NA,NA
'FALSE POSITIVE',131.8906,44,0.013827,0.0242,1.36,NA,NA,0.805,NA,NA
'FALSE POSITIVE',133.54,88,0.047317,0.004,4,NA,NA,1.648,NA,NA
'FALSE POSITIVE',131.6216,41,0.015847,0.0206,1.29,NA,NA,0.811,NA,NA
'FALSE POSITIVE',204.951,90,1.00743,0.021,270,NA,NA,0.886,NA,NA
'FALSE POSITIVE',241.658,89.9,0.916165,0.017,162,NA,NA,0.886,NA,NA
'FALSE POSITIVE',135.857,85,0.086548,0.0064,8,NA,NA,1.778,NA,NA
'FALSE POSITIVE',132.1723,90,0.016738,0.005,7,NA,NA,1.021,NA,NA
'FALSE POSITIVE',273.668,90,1.11645,0.024,260,NA,NA,1.108,NA,NA
'FALSE POSITIVE',131.8427,40,0.010886,0.02,1.29,NA,NA,0.868,NA,NA
'FALSE POSITIVE',131.8515,59,0.012786,0.0047,1.4,NA,NA,1.056,NA,NA
'FALSE POSITIVE',135.1431,89,0.142944,0.019,29,NA,NA,1.827,NA,NA
'FALSE POSITIVE',133.2352,84,0.047485,0.0064,4,NA,NA,0.856,NA,NA
'FALSE POSITIVE',133.9024,34.4,0.049665,0.00373,1.208,NA,NA,2.78,NA,NA
'FALSE POSITIVE',173.316,90,0.996186,0.024,236,NA,NA,0.859,NA,NA
'FALSE POSITIVE',132.952,88,0.041686,0.0066,5,NA,NA,1.101,NA,NA
'FALSE POSITIVE',139.6763,76,0.077791,0.017,4.1,NA,NA,1.528,NA,NA
'FALSE POSITIVE',131.8383,34,0.012736,0.0089,1.17,NA,NA,0.881,NA,NA
'FALSE POSITIVE',307.843,90,1.02052,0.025,360,NA,NA,0.917,NA,NA
'FALSE POSITIVE',133.2315,90,0.108337,0.0058,4.5,NA,NA,3.278,NA,NA
'FALSE POSITIVE',136.1773,77,0.054105,0.0096,4.2,NA,NA,0.775,NA,NA
'FALSE POSITIVE',174.963,90,1.02737,0.015,283,NA,NA,1.142,NA,NA
'FALSE POSITIVE',201.3798,89.9,0.653077,0.014,358,NA,NA,2.003,NA,NA
'FALSE POSITIVE',135.6825,90,0.204158,0.013,104,NA,NA,2.003,NA,NA
'FALSE POSITIVE',425.6833,90,0.97558,0.011,447,NA,NA,0.893,NA,NA
'FALSE POSITIVE',131.5871,90,0.03574,0.012,4,NA,NA,0.843,NA,NA
'FALSE POSITIVE',144.806,90,0.272267,0.0082,38,NA,NA,2.178,NA,NA
'FALSE POSITIVE',132.7354,44,0.032914,0.00779,1.37,NA,NA,2.33,NA,NA
'FALSE POSITIVE',131.51235,59,0.011639,0.0192,1.9,NA,NA,0.731,NA,NA
'FALSE POSITIVE',346.631,90,0.982934,0.011,455,NA,NA,1,NA,NA
'FALSE POSITIVE',191.019,89.9,1.02529,0.024,209,NA,NA,0.751,NA,NA
'FALSE POSITIVE',132.0065,82,0.033415,0.0071,5.1,NA,NA,1.031,NA,NA
'FALSE POSITIVE',131.5574,39,0.021693,0.0129,1.21,NA,NA,0.672,NA,NA
'FALSE POSITIVE',131.6348,37,0.019116,0.0077,1.23,NA,NA,1.068,NA,NA
'FALSE POSITIVE',132.4339,52,0.022851,0.016,1.6,NA,NA,1,NA,NA
'FALSE POSITIVE',132.453,61,0.020905,0.0054,1.7,NA,NA,1.53,NA,NA
'FALSE POSITIVE',131.7807,64,0.014245,0.00364,1.8,NA,NA,1.135,NA,NA
'FALSE POSITIVE',131.9383,67,0.017217,0.014,2.3,NA,NA,0.675,NA,NA
'FALSE POSITIVE',132.879,74,0.091816,0.015,3.7,NA,NA,1.885,NA,NA
'FALSE POSITIVE',148.781,90,0.17333,0.01,24,NA,NA,1.052,NA,NA
'FALSE POSITIVE',131.6677,73,0.014813,0.0074,2,NA,NA,0.769,NA,NA
'FALSE POSITIVE',176.039,90,0.470488,0.011,124,NA,NA,1.129,NA,NA
'FALSE POSITIVE',132.0512,89,0.027396,0.0039,2,NA,NA,1.92,NA,NA
'FALSE POSITIVE',132.9371,30,0.025754,0.017,1.15,NA,NA,0.952,NA,NA
'FALSE POSITIVE',132.9702,63,0.038682,0.0144,2.13,NA,NA,0.83,NA,NA
'FALSE POSITIVE',137.3829,89,0.132616,0.018,41,NA,NA,0.894,NA,NA
'FALSE POSITIVE',141.404,88.7,0.112857,0.016,39,NA,NA,3.784,NA,NA
'FALSE POSITIVE',131.777,64,0.013266,0.015,1.8,NA,NA,1.006,NA,NA
'FALSE POSITIVE',131.8334,66,0.03192,0.0127,2.2,NA,NA,0.963,NA,NA
'FALSE POSITIVE',131.7552,69,0.013939,0.0127,2.5,NA,NA,0.92,NA,NA
'FALSE POSITIVE',134.1333,87,0.065122,0.0067,6,NA,NA,5.237,NA,NA
'FALSE POSITIVE',132.2581,81,0.01944,0.0125,5,NA,NA,0.935,NA,NA
'FALSE POSITIVE',133.1763,84,0.050376,0.0089,7,NA,NA,1.425,NA,NA
'FALSE POSITIVE',134.7352,90,0.083686,0.01,18,NA,NA,5.24,NA,NA
'FALSE POSITIVE',132.0273,87,0.024036,0.009,3,NA,NA,0.942,NA,NA
'FALSE POSITIVE',147.619,90,0.934284,0.024,343,NA,NA,1.103,NA,NA
'FALSE POSITIVE',131.64818,72,0.013696,0.0153,3,NA,NA,0.703,NA,NA
'FALSE POSITIVE',132.0492,29.7,0.018667,0.0117,1.135,NA,NA,0.727,NA,NA
'FALSE POSITIVE',132.3642,79,0.025527,0.029,4,NA,NA,1,NA,NA
'FALSE POSITIVE',132.04063,86,0.016455,0.0058,4.9,NA,NA,1.724,NA,NA
'FALSE POSITIVE',260.254,90,0.604893,0.023,226,NA,NA,1.11,NA,NA
'FALSE POSITIVE',132.438,13,0.018969,0.0108,1.0174,NA,NA,1.003,NA,NA
'FALSE POSITIVE',132.287,78,0.05099,0.0079,3,NA,NA,1.188,NA,NA
'FALSE POSITIVE',132.3781,73,0.022577,0.00356,1.98,NA,NA,1.977,NA,NA
'FALSE POSITIVE',284.911,89.9,1.11288,0.012,213,NA,NA,1.553,NA,NA
'FALSE POSITIVE',133.0737,71,0.039026,0.0048,2.4,NA,NA,3.484,NA,NA
'FALSE POSITIVE',236.697,90,0.998062,0.022,183,NA,NA,1.013,NA,NA
'FALSE POSITIVE',175.597,90,1.01382,0.015,245,NA,NA,1,NA,NA
'FALSE POSITIVE',132.0089,77,0.028497,0.0049,3,NA,NA,1,NA,NA
'FALSE POSITIVE',132.6621,90,0.028166,0.021,2.9,NA,NA,0.84,NA,NA
'FALSE POSITIVE',132.1653,90,0.019789,0.008,3,NA,NA,1.091,NA,NA
'FALSE POSITIVE',156.1131,90,0.21583,0.021,75,NA,NA,1,NA,NA
'FALSE POSITIVE',230.554,90,0.70973,0.023,115,NA,NA,0.697,NA,NA
'FALSE POSITIVE',146.6829,89.1,0.236907,0.017,44,NA,NA,1.814,NA,NA
'FALSE POSITIVE',134.689,90,0.054171,0.006,13,NA,NA,0.749,NA,NA
'FALSE POSITIVE',157.919,90,0.979198,0.023,216,NA,NA,0.876,NA,NA
'FALSE POSITIVE',265.382,89.7,0.455122,0.024,101,NA,NA,0.68,NA,NA
'FALSE POSITIVE',131.7086,78,0.019573,0.00401,2.9,NA,NA,1.154,NA,NA
'FALSE POSITIVE',132.0216,82,0.017542,0.00311,1.9,NA,NA,3.469,NA,NA
'FALSE POSITIVE',287.663,90,0.956509,0.02,213,NA,NA,0.775,NA,NA
'FALSE POSITIVE',131.9542,46,0.01236,0.0072,1.3,NA,NA,0.846,NA,NA
'FALSE POSITIVE',131.5816,76,0.018699,0.003,1.9,NA,NA,1,NA,NA
'FALSE POSITIVE',136.7852,90,0.109493,0.0053,6,NA,NA,1.629,NA,NA
'FALSE POSITIVE',131.579,48,0.015171,0.0102,1.4,NA,NA,1.08,NA,NA
'FALSE POSITIVE',258.534,90,0.85175,0.013,190,NA,NA,0.971,NA,NA
'FALSE POSITIVE',139.6639,90,0.149622,0.02,47,NA,NA,1,NA,NA
'FALSE POSITIVE',159.0887,90,0.368426,0.023,173,NA,NA,1,NA,NA
'FALSE POSITIVE',159.234,90,0.182843,0.018,39,NA,NA,1,NA,NA
'FALSE POSITIVE',201.979,90,0.340562,0.025,189,NA,NA,1,NA,NA
'FALSE POSITIVE',225.005,90,0.449149,0.025,177,NA,NA,0.958,NA,NA
'FALSE POSITIVE',131.5556,83,0.016089,0.0038,3.2,NA,NA,1.791,NA,NA
'FALSE POSITIVE',150.798,90,1.06238,0.018,276,NA,NA,1.098,NA,NA
'FALSE POSITIVE',132.0194,30,0.023705,0.013,1.16,NA,NA,1,NA,NA
'FALSE POSITIVE',416.577,90,1.00847,0.025,1129,NA,NA,0.991,NA,NA
'FALSE POSITIVE',190.479,90,0.624656,0.025,106,NA,NA,0.885,NA,NA
'FALSE POSITIVE',142.058,90,0.83227,0.019,403,NA,NA,1.002,NA,NA
'FALSE POSITIVE',134.1729,88,0.047348,0.0074,7,NA,NA,0.907,NA,NA
'FALSE POSITIVE',131.7781,83,0.013718,0.0077,3.1,NA,NA,1.075,NA,NA
'FALSE POSITIVE',131.71,77,0.019884,0.014,4,NA,NA,0.845,NA,NA
'FALSE POSITIVE',132.4506,31,0.018362,0.019,1.17,NA,NA,0.777,NA,NA
'FALSE POSITIVE',373.206,90,0.892906,0.015,151,NA,NA,1.01,NA,NA
'FALSE POSITIVE',132.387,79,0.046674,0.00319,2.2,NA,NA,2.292,NA,NA
'FALSE POSITIVE',143.9673,89,0.115699,0.023,52,NA,NA,0.804,NA,NA
'FALSE POSITIVE',131.7059,73,0.028978,0.0123,3,NA,NA,1.016,NA,NA
'FALSE POSITIVE',131.832,24,0.015768,0.028,1.088,NA,NA,0.923,NA,NA
'FALSE POSITIVE',403.206,89.8,0.873986,0.027,200,NA,NA,0.702,NA,NA
'FALSE POSITIVE',132.7949,88,0.028899,0.0042,6,NA,NA,2.368,NA,NA
'FALSE POSITIVE',132.0205,80,0.031371,0.012,5,NA,NA,0.765,NA,NA
'FALSE POSITIVE',303.527,89.8,0.969096,0.02,184,NA,NA,0.858,NA,NA
'FALSE POSITIVE',153.6495,90,0.300034,0.018,73,NA,NA,1.529,NA,NA
'FALSE POSITIVE',152.9097,90,0.180137,0.013,53,NA,NA,1.529,NA,NA
'FALSE POSITIVE',167.826,89.1,0.370604,0.0183,56,NA,NA,1.529,NA,NA
'FALSE POSITIVE',131.8004,86,0.039429,0.0051,6,NA,NA,2.046,NA,NA
'FALSE POSITIVE',131.7821,83,0.018521,0.0083,2.1,NA,NA,1.875,NA,NA
'FALSE POSITIVE',131.5182,84,0.016753,0.0108,5,NA,NA,1,NA,NA
'FALSE POSITIVE',132.3919,77,0.016315,0.0133,4.3,NA,NA,0.707,NA,NA
'FALSE POSITIVE',132.117,85,0.029913,0.0079,7,NA,NA,1.508,NA,NA
'FALSE POSITIVE',132.23206,74,0.016054,0.026,3.4,NA,NA,0.592,NA,NA
'FALSE POSITIVE',131.5382,89,0.01806,0.0035,1.8,NA,NA,1.383,NA,NA
'FALSE POSITIVE',136.2946,90,0.130772,0.0183,19,NA,NA,2.296,NA,NA
'FALSE POSITIVE',135.1952,80,0.052545,0.014,5,NA,NA,0.806,NA,NA
'FALSE POSITIVE',131.5698,90,0.025563,0.009,5,NA,NA,0.96,NA,NA
'FALSE POSITIVE',131.6109,78,0.013122,0.0046,2.8,NA,NA,2.289,NA,NA
'FALSE POSITIVE',135.724,80,0.134594,0.04,5.7,NA,NA,0.819,NA,NA
'FALSE POSITIVE',173.521,90,0.626429,0.019,104,NA,NA,0.855,NA,NA
'FALSE POSITIVE',132.0695,81,0.024154,0.0086,3,NA,NA,0.96,NA,NA
'FALSE POSITIVE',133.263,18,0.030332,0.016,1.052,NA,NA,0.931,NA,NA
'FALSE POSITIVE',132.3001,90,0.022573,0.0047,3,NA,NA,1.42,NA,NA
'FALSE POSITIVE',137.4529,85,0.083928,0.0081,11,NA,NA,1.666,NA,NA
'FALSE POSITIVE',132.2944,77,0.032614,0.0111,3.1,NA,NA,1,NA,NA
'FALSE POSITIVE',144.5567,89.6,0.199809,0.034,105,NA,NA,1,NA,NA
'FALSE POSITIVE',131.5888,74,0.018511,0.0162,3.5,NA,NA,0.998,NA,NA
'FALSE POSITIVE',133.544,85,0.04393,0.011,3,NA,NA,0.789,NA,NA
'FALSE POSITIVE',131.838,60,0.019378,0.0202,1.9,NA,NA,0.726,NA,NA
'FALSE POSITIVE',141.665,90,0.115779,0.0072,11,NA,NA,2.342,NA,NA
'FALSE POSITIVE',139.9241,89.7,0.249394,0.0125,125,NA,NA,2.342,NA,NA
'FALSE POSITIVE',190.448,88.85,0.89965,0.053,48,NA,NA,0.748,NA,NA
'FALSE POSITIVE',132.4456,71,0.020228,0.015,3,NA,NA,0.764,NA,NA
'FALSE POSITIVE',132.1061,32,0.019062,0.0119,1.163,NA,NA,0.932,NA,NA
'FALSE POSITIVE',131.59056,88.3,0.013197,0.03869,3.36164,NA,NA,0.66,NA,NA
'FALSE POSITIVE',131.7769,21.9,0.010673,0.013,1.057,NA,NA,0.492,NA,NA
'FALSE POSITIVE',134.175,57,0.045454,0.022,1.81,NA,NA,0.788,NA,NA
'FALSE POSITIVE',132.0094,43.7,0.025814,0.0109,1.37,NA,NA,1.013,NA,NA
'FALSE POSITIVE',415.421,90,1.03073,0.026,397,NA,NA,1.052,NA,NA
'FALSE POSITIVE',132.131,33,0.03703,0.019,1.18,NA,NA,1.003,NA,NA
'FALSE POSITIVE',134.24,90,1.02345,0.011,175,NA,NA,0.962,NA,NA
'FALSE POSITIVE',132.0874,50,0.013473,0.0134,1.5,NA,NA,0.879,NA,NA
'FALSE POSITIVE',134.72,89.9,1.11104,0.014,201,NA,NA,1.031,NA,NA
'FALSE POSITIVE',131.9544,86,0.022716,0.01,2,NA,NA,0.923,NA,NA
'FALSE POSITIVE',132.076,17.9,0.020618,0.03,1.051,NA,NA,0.767,NA,NA
'FALSE POSITIVE',188.819,90,1.00076,0.022,228,NA,NA,0.93,NA,NA
'FALSE POSITIVE',132.8227,74,0.025196,0.0086,3.1,NA,NA,0.942,NA,NA
'FALSE POSITIVE',296.504,90,0.965013,0.04,708,NA,NA,0.822,NA,NA
'FALSE POSITIVE',132.6599,87,0.037283,0.0037,3,NA,NA,2.16,NA,NA
'FALSE POSITIVE',131.583,74,0.019175,0.0052,2.6,NA,NA,1.236,NA,NA
'FALSE POSITIVE',131.92958,79,0.015039,0.0106,2.8,NA,NA,2.793,NA,NA
'FALSE POSITIVE',132.5005,72,0.042726,0.0066,2.9,NA,NA,1,NA,NA
'FALSE POSITIVE',132.6601,78,0.039321,0.00486,2.6,NA,NA,3.695,NA,NA
'FALSE POSITIVE',132.0251,78,0.022495,0.0035,2.2,NA,NA,1.042,NA,NA
'FALSE POSITIVE',152.73,87.3,0.238065,0.04,21,NA,NA,0.551,NA,NA
'FALSE POSITIVE',182.76799,88.86,0.370052,0.26452,36.722,NA,NA,0.769,NA,NA
'FALSE POSITIVE',156.2378,86.48,0.192537,0.45,14.25,NA,NA,0.921,NA,NA
'FALSE POSITIVE',138.007,88,0.122079,0.025,25,NA,NA,0.668,NA,NA
'FALSE POSITIVE',135.7095,90,0.142885,0.0221,55,NA,NA,3.548,NA,NA
'FALSE POSITIVE',131.51671,87.62,0.09862,0.2629,14.026,NA,NA,0.921,NA,NA
'FALSE POSITIVE',199.43228,89.97,0.391319,0.3373,195.101199,NA,NA,0.574,NA,NA
'FALSE POSITIVE',135.055504,87.47,0.077912,0.3241,18.784,NA,NA,0.884,NA,NA
'FALSE POSITIVE',131.86174,81.99,0.045639,0.364,6.908,NA,NA,0.993,NA,NA
'FALSE POSITIVE',136.41968,81.87,0.062334,0.211,7.071,NA,NA,1.123,NA,NA
'FALSE POSITIVE',132.095759,75.89,0.019795,0.406,3.712,NA,NA,0.773,NA,NA
'FALSE POSITIVE',132.491807,89.1,0.024035,0.310182,6.348597,NA,NA,1.689,NA,NA
'FALSE POSITIVE',138.329005,89.87,0.27558,0.31062,45.047101,NA,NA,0.868,NA,NA
'FALSE POSITIVE',131.517805,89.79,0.069496,0.37716,27.857729,NA,NA,0.817,NA,NA
'FALSE POSITIVE',134.70096,84.81,0.069952,0.446,10.655,NA,NA,1.04,NA,NA
'FALSE POSITIVE',135.85376,87.06,0.081403,0.19811,9.582,NA,NA,1,NA,NA
'FALSE POSITIVE',147.20606,89.68,0.496016,0.20207,78.872,NA,NA,1.256,NA,NA
'FALSE POSITIVE',144.064035,89.91,0.135419,0.369522,61.657563,NA,NA,0.894,NA,NA
'FALSE POSITIVE',216.08252,89.75,0.43341,0.22187,90.84,NA,NA,1.147,NA,NA
'FALSE POSITIVE',131.7996,89.5,0.102207,0.5765,27.48,NA,NA,1.234,NA,NA
'FALSE POSITIVE',132.11962,82.48,0.023103,0.28947,4.385,NA,NA,1.338,NA,NA
'FALSE POSITIVE',138.029312,89.91,0.135329,0.574866,64.489399,NA,NA,0.808,NA,NA
'FALSE POSITIVE',134.38765,87.76,0.064711,0.41,21.674,NA,NA,0.929,NA,NA
'FALSE POSITIVE',134.337642,87.83,0.058046,0.085382,2.646214,NA,NA,1.146,NA,NA
'FALSE POSITIVE',132.28791,82.38,0.035844,0.439,6.778,NA,NA,1.195,NA,NA
'FALSE POSITIVE',131.701707,89.01,0.038523,0.242049,5.79993,NA,NA,1.129,NA,NA
'FALSE POSITIVE',131.67974,86.3,0.055846,0.24439,6.9132,NA,NA,1,NA,NA
'FALSE POSITIVE',131.619973,88.66,0.019914,0.256186,4.282105,NA,NA,2.889,NA,NA
'FALSE POSITIVE',132.77625,81.02,0.043575,0.548,4.718,NA,NA,2.079,NA,NA
'FALSE POSITIVE',134.445597,83.6,0.04839,0.328,8.972,NA,NA,0.923,NA,NA
'FALSE POSITIVE',132.52466,72.4,0.030484,0.165,3.313,NA,NA,0.923,NA,NA
'FALSE POSITIVE',136.21359,89.25,0.139623,0.57,46.35,NA,NA,0.869,NA,NA
'FALSE POSITIVE',133.88199,79.96,0.040272,0.296,5.61,NA,NA,0.745,NA,NA
'FALSE POSITIVE',131.892244,89.65,0.042463,0.31134,11.772,NA,NA,1.851,NA,NA
'FALSE POSITIVE',133.6682,79.2,0.053282,0.168,5.32,NA,NA,1.281,NA,NA
'FALSE POSITIVE',131.77806,88,0.011994,0.154,3.31,NA,NA,0.608,NA,NA
'FALSE POSITIVE',139.738923,89.85,0.10056,0.379062,37.255138,NA,NA,1.42,NA,NA
'FALSE POSITIVE',132.854,90,0.031162,0.081,5.65,NA,NA,0.81,NA,NA
'FALSE POSITIVE',133.6706,86.4,0.052515,0.49,12.9,NA,NA,1,NA,NA
'FALSE POSITIVE',134.47632,78.5,0.04235,0.131,5.009,NA,NA,1.124,NA,NA
'FALSE POSITIVE',131.829541,79.4,0.016842,0.49,4.66,NA,NA,0.568,NA,NA
'FALSE POSITIVE',131.97983,86.1,0.027721,0.1294,4.95,NA,NA,1.767,NA,NA
'FALSE POSITIVE',131.81145,83.74,0.028038,0.5201,3.8978,NA,NA,1.204,NA,NA
'FALSE POSITIVE',133.50611,84.42,0.052218,0.15935,7.819,NA,NA,0.867,NA,NA
'FALSE POSITIVE',133.7341,90,0.044878,2,46,NA,NA,1,NA,NA
'FALSE POSITIVE',134.5596,87.63,0.071827,0.5,19.73,NA,NA,0.862,NA,NA
'FALSE POSITIVE',131.54505,89.61,0.037794,0.451136,14.835241,NA,NA,1,NA,NA
'FALSE POSITIVE',132.48747,78.03,0.047705,0.155,4.821,NA,NA,1.128,NA,NA
'FALSE POSITIVE',133.271578,89.35,0.028761,0.305427,8.854706,NA,NA,1,NA,NA
'FALSE POSITIVE',131.910738,69.52,0.024518,0.2807,2.2993,NA,NA,2.356,NA,NA
'FALSE POSITIVE',131.99247,67,0.026128,0.42,2.58,NA,NA,0.598,NA,NA
'FALSE POSITIVE',133.915347,89.6,0.035544,0.533944,14.306154,NA,NA,1,NA,NA
'FALSE POSITIVE',147.258488,89.72,0.150775,0.915081,20.821436,NA,NA,1,NA,NA
'FALSE POSITIVE',133.84262,85.69,0.205868,0.277,13.32,NA,NA,7.235,NA,NA
'FALSE POSITIVE',149.5016,90,0.329341,0.014,45,NA,NA,0.932,NA,NA
'FALSE POSITIVE',361.30163,89.33,0.767348,0.158,82.44,NA,NA,1,NA,NA
'FALSE POSITIVE',217.672,90,0.627138,0.013,107,NA,NA,0.93,NA,NA
'FALSE POSITIVE',132.22291,81,0.032096,0.5,6,NA,NA,0.753,NA,NA
'FALSE POSITIVE',133.38335,84.56,0.049296,0.464,8.98,NA,NA,1.033,NA,NA
'FALSE POSITIVE',132.272331,79.1,0.032096,0.4196,3.7874,NA,NA,2.262,NA,NA
'FALSE POSITIVE',131.524616,88.04,0.020219,0.046507,2.926757,NA,NA,2.262,NA,NA
'FALSE POSITIVE',132.246603,89.37,0.033388,0.340102,9.096884,NA,NA,1,NA,NA
'FALSE POSITIVE',134.41243,88.63,0.050881,0.38399,9.624,NA,NA,1.099,NA,NA
'FALSE POSITIVE',133.71211,83.67,0.032303,0.1409,7.27,NA,NA,0.92,NA,NA
'FALSE POSITIVE',133.6272,89.42,0.217263,0.63,73.8,NA,NA,1,NA,NA
'FALSE POSITIVE',132.38516,77.47,0.040816,0.575,3.124,NA,NA,2.913,NA,NA
'FALSE POSITIVE',136.0502,83.6,0.060553,0.48,8.18,NA,NA,1.367,NA,NA
'FALSE POSITIVE',132.69391,78,0.031703,0.45,4.48,NA,NA,1.337,NA,NA
'FALSE POSITIVE',132.941346,89.21,0.028144,0.264488,7.259556,NA,NA,2.823,NA,NA
'FALSE POSITIVE',131.908319,86.9,0.032227,0.643,9.37,NA,NA,1,NA,NA
'FALSE POSITIVE',132.432373,80,0.018452,0.16824,4.362,NA,NA,0.823,NA,NA
'FALSE POSITIVE',133.384074,89.61,0.040628,0.318693,14.568823,NA,NA,0.989,NA,NA
'FALSE POSITIVE',134.29822,82.2,0.051367,0.209,7.4,NA,NA,0.933,NA,NA
'FALSE POSITIVE',143.144523,89.93,0.119022,0.443713,78.007137,NA,NA,1.196,NA,NA
CONFIRMED,363.07053,89.89,0.842816,0.09218,203.4,NA,NA,1.113,NA,NA
'FALSE POSITIVE',133.071811,89.45,0.031992,0.089062,10.377152,NA,NA,1.354,NA,NA
'FALSE POSITIVE',132.27162,85.79,0.055066,0.295,12.18,NA,NA,1.402,NA,NA
'FALSE POSITIVE',134.8306,84.4,0.084255,0.47,9.55,NA,NA,2.44,NA,NA
'FALSE POSITIVE',132.03417,90,0.037487,0.0513,10.1,NA,NA,1.495,NA,NA
'FALSE POSITIVE',133.01166,70.25,0.057197,0.103,2.959,NA,NA,2.324,NA,NA
'FALSE POSITIVE',132.89319,67.41,0.028636,0.357,2.593,NA,NA,1.03,NA,NA
'FALSE POSITIVE',133.03501,90,0.042435,0.0925,10.7,NA,NA,8.721,NA,NA
'FALSE POSITIVE',134.5044,88.38,0.081012,0.3686,18.91,NA,NA,0.857,NA,NA
'FALSE POSITIVE',134.3258,88.24,0.057492,0.62,16.85,NA,NA,0.698,NA,NA
'FALSE POSITIVE',135.1691,87.13,0.065656,0.28824,9.072,NA,NA,1,NA,NA
'FALSE POSITIVE',135.2115,87.6,0.116591,0.46,23.8,NA,NA,0.847,NA,NA
'FALSE POSITIVE',131.946911,89.82,0.087815,0.557549,32.2363,NA,NA,1,NA,NA
'FALSE POSITIVE',143.3495,88.77,0.199232,0.37,43.64,NA,NA,1.148,NA,NA
'FALSE POSITIVE',132.10931,89.81,0.049699,0.473437,30.288357,NA,NA,1,NA,NA
'FALSE POSITIVE',138.798978,89.84,0.098829,0.423032,35.149263,NA,NA,1,NA,NA
'FALSE POSITIVE',132.015023,89.64,0.039784,0.422651,15.706302,NA,NA,1,NA,NA
'FALSE POSITIVE',132.08525,73.78,0.018796,0.2818,2.362,NA,NA,1.097,NA,NA
'FALSE POSITIVE',134.24989,89.5,0.044903,0.2329,10.81,NA,NA,1.073,NA,NA
'FALSE POSITIVE',138.4409,87.45,0.080093,0.2375,12.02,NA,NA,1.046,NA,NA
'FALSE POSITIVE',132.59221,77.91,0.034043,0.3432,3.3951,NA,NA,1.494,NA,NA
'FALSE POSITIVE',133.9411,88.81,0.133425,0.44,40.5,NA,NA,1,NA,NA
'FALSE POSITIVE',131.53962,86.25,0.043336,0.3196,7.678,NA,NA,0.905,NA,NA
'FALSE POSITIVE',133.098003,89.38,0.040629,0.426852,9.289972,NA,NA,1,NA,NA
'FALSE POSITIVE',131.81914,90,0.033432,0.0549,5.3,NA,NA,1.126,NA,NA
'FALSE POSITIVE',134.19543,84.8,0.056809,0.49,9.97,NA,NA,1,NA,NA
'FALSE POSITIVE',132.2977,84.55,0.053101,0.398,9.038,NA,NA,0.794,NA,NA
'FALSE POSITIVE',132.314715,88.79,0.025596,0.221773,4.723374,NA,NA,0.945,NA,NA
'FALSE POSITIVE',131.80933,89.9,0.037125,0.6125,6.045,NA,NA,2.11,NA,NA
'FALSE POSITIVE',132.403061,89.11,0.022701,0.100574,6.463122,NA,NA,1.38,NA,NA
'FALSE POSITIVE',137.1573,88.06,0.148082,0.19938,15.55,NA,NA,1.225,NA,NA
'FALSE POSITIVE',132.53284,72.37,0.019845,0.09237,2.769,NA,NA,1.004,NA,NA
'FALSE POSITIVE',131.599049,74.54,0.014285,0.224,3.286,NA,NA,1,NA,NA
